community,species,metabolites,fluxes,smetana
coop_11,Rothia_nasimurium_PT_32,4abut,1,0.02363636363636364
coop_11,Corynebacterium_phoceense_MC1,4abut,-1,-0.02363636363636364
coop_11,Rothia_nasimurium_PT_32,ala__D,1,0.0109090909090909
coop_11,Corynebacterium_phoceense_MC1,ala__D,-1,-0.0109090909090909
coop_11,Rothia_nasimurium_PT_32,ala__L,1,0.03090909090909091
coop_11,Corynebacterium_phoceense_MC1,ala__L,-1,-0.03090909090909091
coop_11,Rothia_nasimurium_PT_32,fum,1,0.00909090909090909
coop_11,Corynebacterium_phoceense_MC1,fum,-1,-0.00909090909090909
coop_11,Rothia_nasimurium_PT_32,gly,1,0.01636363636363636
coop_11,Corynebacterium_phoceense_MC1,gly,-1,-0.01636363636363636
coop_11,Rothia_nasimurium_PT_32,glyald,1,0.05272727272727273
coop_11,Corynebacterium_phoceense_MC1,glyald,-1,-0.05272727272727273
coop_11,Rothia_nasimurium_PT_32,h2s,1,0.00727272727272727
coop_11,Corynebacterium_phoceense_MC1,h2s,-1,-0.00727272727272727
coop_11,Rothia_nasimurium_PT_32,lac__L,1,0.02363636363636364
coop_11,Corynebacterium_phoceense_MC1,lac__L,-1,-0.02363636363636364
coop_11,Rothia_nasimurium_PT_32,nh4,1,0.00727272727272727
coop_11,Corynebacterium_phoceense_MC1,nh4,-1,-0.00727272727272727
coop_11,Rothia_nasimurium_PT_32,pro__L,1,0.00545454545454545
coop_11,Corynebacterium_phoceense_MC1,pro__L,-1,-0.00545454545454545
coop_11,Rothia_nasimurium_PT_32,ser__D,1,0.01818181818181818
coop_11,Corynebacterium_phoceense_MC1,ser__D,-1,-0.01818181818181818
coop_11,Rothia_nasimurium_PT_32,ser__L,1,0.02363636363636364
coop_11,Corynebacterium_phoceense_MC1,ser__L,-1,-0.02363636363636364
coop_11,Rothia_nasimurium_PT_32,thr__L,1,0.00545454545454545
coop_11,Corynebacterium_phoceense_MC1,thr__L,-1,-0.00545454545454545
coop_11,Staphylococcus_saprophyticus_772_SSAP,ala__D,1,0.01909090909090909
coop_11,Corynebacterium_phoceense_MC1,ala__D,-1,-0.01909090909090909
coop_11,Staphylococcus_saprophyticus_772_SSAP,ala__L,1,0.05409090909090909
coop_11,Corynebacterium_phoceense_MC1,ala__L,-1,-0.05409090909090909
coop_11,Staphylococcus_saprophyticus_772_SSAP,gly,1,0.02863636363636363
coop_11,Corynebacterium_phoceense_MC1,gly,-1,-0.02863636363636363
coop_11,Staphylococcus_saprophyticus_772_SSAP,glyald,1,0.09227272727272728
coop_11,Corynebacterium_phoceense_MC1,glyald,-1,-0.09227272727272728
coop_11,Staphylococcus_saprophyticus_772_SSAP,glyclt,1,0.00318181818181818
coop_11,Corynebacterium_phoceense_MC1,glyclt,-1,-0.00318181818181818
coop_11,Staphylococcus_saprophyticus_772_SSAP,h2s,1,0.01272727272727272
coop_11,Corynebacterium_phoceense_MC1,h2s,-1,-0.01272727272727272
coop_11,Staphylococcus_saprophyticus_772_SSAP,lac__L,1,0.04136363636363636
coop_11,Corynebacterium_phoceense_MC1,lac__L,-1,-0.04136363636363636
coop_11,Staphylococcus_saprophyticus_772_SSAP,nh4,1,0.01272727272727272
coop_11,Corynebacterium_phoceense_MC1,nh4,-1,-0.01272727272727272
coop_11,Staphylococcus_saprophyticus_772_SSAP,pro__L,1,0.00954545454545454
coop_11,Corynebacterium_phoceense_MC1,pro__L,-1,-0.00954545454545454
coop_11,Staphylococcus_saprophyticus_772_SSAP,ser__D,1,0.03181818181818182
coop_11,Corynebacterium_phoceense_MC1,ser__D,-1,-0.03181818181818182
coop_11,Staphylococcus_saprophyticus_772_SSAP,ser__L,1,0.04136363636363636
coop_11,Corynebacterium_phoceense_MC1,ser__L,-1,-0.04136363636363636
coop_11,Staphylococcus_saprophyticus_772_SSAP,thr__L,1,0.00954545454545454
coop_11,Corynebacterium_phoceense_MC1,thr__L,-1,-0.00954545454545454
coop_11,Staphylococcus_saprophyticus_772_SSAP,xan,1,0.3181818181818182
coop_11,Corynebacterium_phoceense_MC1,xan,-1,-0.3181818181818182
coop_11,Veillonella_parvula_DSM_2008,ala__D,1,0.06
coop_11,Corynebacterium_phoceense_MC1,ala__D,-1,-0.06
coop_11,Veillonella_parvula_DSM_2008,ala__L,1,0.17
coop_11,Corynebacterium_phoceense_MC1,ala__L,-1,-0.17
coop_11,Veillonella_parvula_DSM_2008,fum,1,0.05
coop_11,Corynebacterium_phoceense_MC1,fum,-1,-0.05
coop_11,Veillonella_parvula_DSM_2008,g3pe,1,0.11
coop_11,Corynebacterium_phoceense_MC1,g3pe,-1,-0.11
coop_11,Veillonella_parvula_DSM_2008,gly,1,0.09
coop_11,Corynebacterium_phoceense_MC1,gly,-1,-0.09
coop_11,Veillonella_parvula_DSM_2008,glyclt,1,0.01
coop_11,Corynebacterium_phoceense_MC1,glyclt,-1,-0.01
coop_11,Veillonella_parvula_DSM_2008,h2s,1,0.04
coop_11,Corynebacterium_phoceense_MC1,h2s,-1,-0.04
coop_11,Veillonella_parvula_DSM_2008,lac__L,1,0.13
coop_11,Corynebacterium_phoceense_MC1,lac__L,-1,-0.13
coop_11,Veillonella_parvula_DSM_2008,nh4,1,0.04
coop_11,Corynebacterium_phoceense_MC1,nh4,-1,-0.04
coop_11,Veillonella_parvula_DSM_2008,pro__L,1,0.03
coop_11,Corynebacterium_phoceense_MC1,pro__L,-1,-0.03
coop_11,Veillonella_parvula_DSM_2008,ser__D,1,0.1
coop_11,Corynebacterium_phoceense_MC1,ser__D,-1,-0.1
coop_11,Veillonella_parvula_DSM_2008,ser__L,1,0.13
coop_11,Corynebacterium_phoceense_MC1,ser__L,-1,-0.13
coop_11,Granulicatella_adiacens_ATCC_49175,ala__D,1,0.01909090909090909
coop_11,Corynebacterium_phoceense_MC1,ala__D,-1,-0.01909090909090909
coop_11,Granulicatella_adiacens_ATCC_49175,glyald,1,0.09227272727272728
coop_11,Corynebacterium_phoceense_MC1,glyald,-1,-0.09227272727272728
coop_11,Granulicatella_adiacens_ATCC_49175,h2s,1,0.01272727272727272
coop_11,Corynebacterium_phoceense_MC1,h2s,-1,-0.01272727272727272
coop_11,Granulicatella_adiacens_ATCC_49175,nh4,1,0.01272727272727272
coop_11,Corynebacterium_phoceense_MC1,nh4,-1,-0.01272727272727272
coop_11,Actinomyces_odontolyticus_ATCC_17982,ala__D,1,0.0109090909090909
coop_11,Corynebacterium_phoceense_MC1,ala__D,-1,-0.0109090909090909
coop_11,Actinomyces_odontolyticus_ATCC_17982,ala__L,1,0.03090909090909091
coop_11,Corynebacterium_phoceense_MC1,ala__L,-1,-0.03090909090909091
coop_11,Actinomyces_odontolyticus_ATCC_17982,gly,1,0.01636363636363636
coop_11,Corynebacterium_phoceense_MC1,gly,-1,-0.01636363636363636
coop_11,Actinomyces_odontolyticus_ATCC_17982,glyald,1,0.05272727272727273
coop_11,Corynebacterium_phoceense_MC1,glyald,-1,-0.05272727272727273
coop_11,Actinomyces_odontolyticus_ATCC_17982,h2s,1,0.00727272727272727
coop_11,Corynebacterium_phoceense_MC1,h2s,-1,-0.00727272727272727
coop_11,Actinomyces_odontolyticus_ATCC_17982,lac__L,1,0.02363636363636364
coop_11,Corynebacterium_phoceense_MC1,lac__L,-1,-0.02363636363636364
coop_11,Actinomyces_odontolyticus_ATCC_17982,nh4,1,0.00727272727272727
coop_11,Corynebacterium_phoceense_MC1,nh4,-1,-0.00727272727272727
coop_11,Actinomyces_odontolyticus_ATCC_17982,ser__D,1,0.01818181818181818
coop_11,Corynebacterium_phoceense_MC1,ser__D,-1,-0.01818181818181818
coop_11,Actinomyces_odontolyticus_ATCC_17982,ser__L,1,0.02363636363636364
coop_11,Corynebacterium_phoceense_MC1,ser__L,-1,-0.02363636363636364
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,ala__D,1,0.01909090909090909
coop_11,Corynebacterium_phoceense_MC1,ala__D,-1,-0.01909090909090909
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,ala__L,1,0.05409090909090909
coop_11,Corynebacterium_phoceense_MC1,ala__L,-1,-0.05409090909090909
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,gly,1,0.02863636363636363
coop_11,Corynebacterium_phoceense_MC1,gly,-1,-0.02863636363636363
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,glyald,1,0.09227272727272728
coop_11,Corynebacterium_phoceense_MC1,glyald,-1,-0.09227272727272728
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,h2s,1,0.01272727272727272
coop_11,Corynebacterium_phoceense_MC1,h2s,-1,-0.01272727272727272
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,lac__L,1,0.04136363636363636
coop_11,Corynebacterium_phoceense_MC1,lac__L,-1,-0.04136363636363636
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,nh4,1,0.01272727272727272
coop_11,Corynebacterium_phoceense_MC1,nh4,-1,-0.01272727272727272
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,pro__L,1,0.00954545454545454
coop_11,Corynebacterium_phoceense_MC1,pro__L,-1,-0.00954545454545454
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,ptrc,1,0.00954545454545454
coop_11,Corynebacterium_phoceense_MC1,ptrc,-1,-0.00954545454545454
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,ser__D,1,0.03181818181818182
coop_11,Corynebacterium_phoceense_MC1,ser__D,-1,-0.03181818181818182
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,ser__L,1,0.04136363636363636
coop_11,Corynebacterium_phoceense_MC1,ser__L,-1,-0.04136363636363636
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,thr__L,1,0.00954545454545454
coop_11,Corynebacterium_phoceense_MC1,thr__L,-1,-0.00954545454545454
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,xan,1,0.3181818181818182
coop_11,Corynebacterium_phoceense_MC1,xan,-1,-0.3181818181818182
coop_11,Exiguobacterium_sibiricum_255_15,4abut,1,0.04136363636363636
coop_11,Corynebacterium_phoceense_MC1,4abut,-1,-0.04136363636363636
coop_11,Exiguobacterium_sibiricum_255_15,ala__D,1,0.01909090909090909
coop_11,Corynebacterium_phoceense_MC1,ala__D,-1,-0.01909090909090909
coop_11,Exiguobacterium_sibiricum_255_15,ala__L,1,0.05409090909090909
coop_11,Corynebacterium_phoceense_MC1,ala__L,-1,-0.05409090909090909
coop_11,Exiguobacterium_sibiricum_255_15,gly,1,0.02863636363636363
coop_11,Corynebacterium_phoceense_MC1,gly,-1,-0.02863636363636363
coop_11,Exiguobacterium_sibiricum_255_15,glyclt,1,0.00318181818181818
coop_11,Corynebacterium_phoceense_MC1,glyclt,-1,-0.00318181818181818
coop_11,Exiguobacterium_sibiricum_255_15,h2s,1,0.01272727272727272
coop_11,Corynebacterium_phoceense_MC1,h2s,-1,-0.01272727272727272
coop_11,Exiguobacterium_sibiricum_255_15,lac__L,1,0.04136363636363636
coop_11,Corynebacterium_phoceense_MC1,lac__L,-1,-0.04136363636363636
coop_11,Exiguobacterium_sibiricum_255_15,nh4,1,0.01272727272727272
coop_11,Corynebacterium_phoceense_MC1,nh4,-1,-0.01272727272727272
coop_11,Exiguobacterium_sibiricum_255_15,pnto__R,1,0.3181818181818182
coop_11,Corynebacterium_phoceense_MC1,pnto__R,-1,-0.3181818181818182
coop_11,Exiguobacterium_sibiricum_255_15,pro__L,1,0.00954545454545454
coop_11,Corynebacterium_phoceense_MC1,pro__L,-1,-0.00954545454545454
coop_11,Exiguobacterium_sibiricum_255_15,ser__D,1,0.03181818181818182
coop_11,Corynebacterium_phoceense_MC1,ser__D,-1,-0.03181818181818182
coop_11,Exiguobacterium_sibiricum_255_15,ser__L,1,0.04136363636363636
coop_11,Corynebacterium_phoceense_MC1,ser__L,-1,-0.04136363636363636
coop_11,Exiguobacterium_sibiricum_255_15,xan,1,0.3181818181818182
coop_11,Corynebacterium_phoceense_MC1,xan,-1,-0.3181818181818182
coop_11,Finegoldia_magna_ATCC_29328,4abut,1,0.02363636363636364
coop_11,Corynebacterium_phoceense_MC1,4abut,-1,-0.02363636363636364
coop_11,Finegoldia_magna_ATCC_29328,ala__D,1,0.0109090909090909
coop_11,Corynebacterium_phoceense_MC1,ala__D,-1,-0.0109090909090909
coop_11,Finegoldia_magna_ATCC_29328,ala__L,1,0.03090909090909091
coop_11,Corynebacterium_phoceense_MC1,ala__L,-1,-0.03090909090909091
coop_11,Finegoldia_magna_ATCC_29328,fum,1,0.00909090909090909
coop_11,Corynebacterium_phoceense_MC1,fum,-1,-0.00909090909090909
coop_11,Finegoldia_magna_ATCC_29328,gly,1,0.01636363636363636
coop_11,Corynebacterium_phoceense_MC1,gly,-1,-0.01636363636363636
coop_11,Finegoldia_magna_ATCC_29328,nh4,1,0.00727272727272727
coop_11,Corynebacterium_phoceense_MC1,nh4,-1,-0.00727272727272727
coop_11,Bacillus_bataviensis_LMG_21833,4abut,1,0.13
coop_11,Corynebacterium_phoceense_MC1,4abut,-1,-0.13
coop_11,Bacillus_bataviensis_LMG_21833,ala__D,1,0.06
coop_11,Corynebacterium_phoceense_MC1,ala__D,-1,-0.06
coop_11,Bacillus_bataviensis_LMG_21833,ala__L,1,0.17
coop_11,Corynebacterium_phoceense_MC1,ala__L,-1,-0.17
coop_11,Bacillus_bataviensis_LMG_21833,fum,1,0.05
coop_11,Corynebacterium_phoceense_MC1,fum,-1,-0.05
coop_11,Bacillus_bataviensis_LMG_21833,g3pe,1,0.11
coop_11,Corynebacterium_phoceense_MC1,g3pe,-1,-0.11
coop_11,Bacillus_bataviensis_LMG_21833,gly,1,0.09
coop_11,Corynebacterium_phoceense_MC1,gly,-1,-0.09
coop_11,Bacillus_bataviensis_LMG_21833,h2s,1,0.04
coop_11,Corynebacterium_phoceense_MC1,h2s,-1,-0.04
coop_11,Bacillus_bataviensis_LMG_21833,lac__L,1,0.13
coop_11,Corynebacterium_phoceense_MC1,lac__L,-1,-0.13
coop_11,Bacillus_bataviensis_LMG_21833,nh4,1,0.04
coop_11,Corynebacterium_phoceense_MC1,nh4,-1,-0.04
coop_11,Bacillus_bataviensis_LMG_21833,pnto__R,1,1
coop_11,Corynebacterium_phoceense_MC1,pnto__R,-1,-1
coop_11,Bacillus_bataviensis_LMG_21833,pro__L,1,0.03
coop_11,Corynebacterium_phoceense_MC1,pro__L,-1,-0.03
coop_11,Bacillus_bataviensis_LMG_21833,ser__L,1,0.13
coop_11,Corynebacterium_phoceense_MC1,ser__L,-1,-0.13
coop_11,Bacillus_bataviensis_LMG_21833,thr__L,1,0.03
coop_11,Corynebacterium_phoceense_MC1,thr__L,-1,-0.03
coop_11,Bacillus_bataviensis_LMG_21833,ura,1,1
coop_11,Corynebacterium_phoceense_MC1,ura,-1,-1
coop_11,Corynebacterium_phoceense_MC1,abt__L,1,0.03225806451612903
coop_11,Rothia_nasimurium_PT_32,abt__L,-1,-0.03225806451612903
coop_11,Corynebacterium_phoceense_MC1,arab__L,1,0.2258064516129032
coop_11,Rothia_nasimurium_PT_32,arab__L,-1,-0.2258064516129032
coop_11,Corynebacterium_phoceense_MC1,asn__L,1,1
coop_11,Rothia_nasimurium_PT_32,asn__L,-1,-1
coop_11,Veillonella_parvula_DSM_2008,4abz,1,0.0967741935483871
coop_11,Rothia_nasimurium_PT_32,4abz,-1,-0.0967741935483871
coop_11,Veillonella_parvula_DSM_2008,rnam,1,1
coop_11,Rothia_nasimurium_PT_32,rnam,-1,-1
coop_11,Actinomyces_odontolyticus_ATCC_17982,abt__L,1,0.00460829493087557
coop_11,Rothia_nasimurium_PT_32,abt__L,-1,-0.00460829493087557
coop_11,Actinomyces_odontolyticus_ATCC_17982,arab__L,1,0.03225806451612903
coop_11,Rothia_nasimurium_PT_32,arab__L,-1,-0.03225806451612903
coop_11,Actinomyces_odontolyticus_ATCC_17982,glyc3p,1,0.14285714285714285
coop_11,Rothia_nasimurium_PT_32,glyc3p,-1,-0.14285714285714285
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,abt__L,1,0.00460829493087557
coop_11,Rothia_nasimurium_PT_32,abt__L,-1,-0.00460829493087557
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,arab__L,1,0.03225806451612903
coop_11,Rothia_nasimurium_PT_32,arab__L,-1,-0.03225806451612903
coop_11,Exiguobacterium_sibiricum_255_15,pnto__R,1,0.14285714285714285
coop_11,Rothia_nasimurium_PT_32,pnto__R,-1,-0.14285714285714285
coop_11,Bacillus_bataviensis_LMG_21833,glyc3p,1,1
coop_11,Rothia_nasimurium_PT_32,glyc3p,-1,-1
coop_11,Bacillus_bataviensis_LMG_21833,pnto__R,1,1
coop_11,Rothia_nasimurium_PT_32,pnto__R,-1,-1
coop_11,Corynebacterium_phoceense_MC1,gly,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,gly,-1,-0.0625
coop_11,Corynebacterium_phoceense_MC1,glyald,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,glyald,-1,-0.0625
coop_11,Corynebacterium_phoceense_MC1,nh4,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,nh4,-1,-0.0625
coop_11,Rothia_nasimurium_PT_32,gly,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,gly,-1,-0.0625
coop_11,Rothia_nasimurium_PT_32,glyald,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,glyald,-1,-0.0625
coop_11,Rothia_nasimurium_PT_32,nh4,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,nh4,-1,-0.0625
coop_11,Veillonella_parvula_DSM_2008,gly,1,0.5
coop_11,Staphylococcus_saprophyticus_772_SSAP,gly,-1,-0.5
coop_11,Veillonella_parvula_DSM_2008,nh4,1,0.5
coop_11,Staphylococcus_saprophyticus_772_SSAP,nh4,-1,-0.5
coop_11,Granulicatella_adiacens_ATCC_49175,glyald,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,glyald,-1,-0.0625
coop_11,Granulicatella_adiacens_ATCC_49175,nh4,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,nh4,-1,-0.0625
coop_11,Actinomyces_odontolyticus_ATCC_17982,gly,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,gly,-1,-0.0625
coop_11,Actinomyces_odontolyticus_ATCC_17982,glyald,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,glyald,-1,-0.0625
coop_11,Actinomyces_odontolyticus_ATCC_17982,nh4,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,nh4,-1,-0.0625
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,gly,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,gly,-1,-0.0625
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,glyald,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,glyald,-1,-0.0625
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,nh4,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,nh4,-1,-0.0625
coop_11,Exiguobacterium_sibiricum_255_15,gly,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,gly,-1,-0.0625
coop_11,Exiguobacterium_sibiricum_255_15,nh4,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,nh4,-1,-0.0625
coop_11,Finegoldia_magna_ATCC_29328,gly,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,gly,-1,-0.0625
coop_11,Finegoldia_magna_ATCC_29328,nh4,1,0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,nh4,-1,-0.0625
coop_11,Bacillus_bataviensis_LMG_21833,gly,1,0.5
coop_11,Staphylococcus_saprophyticus_772_SSAP,gly,-1,-0.5
coop_11,Bacillus_bataviensis_LMG_21833,nh4,1,0.5
coop_11,Staphylococcus_saprophyticus_772_SSAP,nh4,-1,-0.5
coop_11,Bacillus_bataviensis_LMG_21833,ura,1,1
coop_11,Staphylococcus_saprophyticus_772_SSAP,ura,-1,-1
coop_11,Corynebacterium_phoceense_MC1,akg,1,0.25
coop_11,Veillonella_parvula_DSM_2008,akg,-1,-0.25
coop_11,Corynebacterium_phoceense_MC1,asn__L,1,1
coop_11,Veillonella_parvula_DSM_2008,asn__L,-1,-1
coop_11,Corynebacterium_phoceense_MC1,glu__L,1,0.75
coop_11,Veillonella_parvula_DSM_2008,glu__L,-1,-0.75
coop_11,Corynebacterium_phoceense_MC1,gly,1,0.5
coop_11,Veillonella_parvula_DSM_2008,gly,-1,-0.5
coop_11,Corynebacterium_phoceense_MC1,ser__D,1,0.25
coop_11,Veillonella_parvula_DSM_2008,ser__D,-1,-0.25
coop_11,Corynebacterium_phoceense_MC1,ser__L,1,0.25
coop_11,Veillonella_parvula_DSM_2008,ser__L,-1,-0.25
coop_11,Rothia_nasimurium_PT_32,akg,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,akg,-1,-0.03125
coop_11,Rothia_nasimurium_PT_32,gly,1,0.0625
coop_11,Veillonella_parvula_DSM_2008,gly,-1,-0.0625
coop_11,Rothia_nasimurium_PT_32,ser__D,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,ser__D,-1,-0.03125
coop_11,Rothia_nasimurium_PT_32,ser__L,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,ser__L,-1,-0.03125
coop_11,Staphylococcus_saprophyticus_772_SSAP,akg,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,akg,-1,-0.03125
coop_11,Staphylococcus_saprophyticus_772_SSAP,glu__L,1,0.09375
coop_11,Veillonella_parvula_DSM_2008,glu__L,-1,-0.09375
coop_11,Staphylococcus_saprophyticus_772_SSAP,gly,1,0.0625
coop_11,Veillonella_parvula_DSM_2008,gly,-1,-0.0625
coop_11,Staphylococcus_saprophyticus_772_SSAP,ser__D,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,ser__D,-1,-0.03125
coop_11,Staphylococcus_saprophyticus_772_SSAP,ser__L,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,ser__L,-1,-0.03125
coop_11,Actinomyces_odontolyticus_ATCC_17982,glu__L,1,0.09375
coop_11,Veillonella_parvula_DSM_2008,glu__L,-1,-0.09375
coop_11,Actinomyces_odontolyticus_ATCC_17982,gly,1,0.0625
coop_11,Veillonella_parvula_DSM_2008,gly,-1,-0.0625
coop_11,Actinomyces_odontolyticus_ATCC_17982,ser__D,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,ser__D,-1,-0.03125
coop_11,Actinomyces_odontolyticus_ATCC_17982,ser__L,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,ser__L,-1,-0.03125
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,akg,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,akg,-1,-0.03125
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,glu__L,1,0.09375
coop_11,Veillonella_parvula_DSM_2008,glu__L,-1,-0.09375
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,gly,1,0.0625
coop_11,Veillonella_parvula_DSM_2008,gly,-1,-0.0625
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,ser__D,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,ser__D,-1,-0.03125
coop_11,Staphylococcus_cohnii_subsp_cohnii_532,ser__L,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,ser__L,-1,-0.03125
coop_11,Exiguobacterium_sibiricum_255_15,glu__L,1,0.09375
coop_11,Veillonella_parvula_DSM_2008,glu__L,-1,-0.09375
coop_11,Exiguobacterium_sibiricum_255_15,gly,1,0.0625
coop_11,Veillonella_parvula_DSM_2008,gly,-1,-0.0625
coop_11,Exiguobacterium_sibiricum_255_15,ser__D,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,ser__D,-1,-0.03125
coop_11,Exiguobacterium_sibiricum_255_15,ser__L,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,ser__L,-1,-0.03125
coop_11,Finegoldia_magna_ATCC_29328,akg,1,0.03125
coop_11,Veillonella_parvula_DSM_2008,akg,-1,-0.03125
coop_11,Finegoldia_magna_ATCC_29328,glu__L,1,0.09375
coop_11,Veillonella_parvula_DSM_2008,glu__L,-1,-0.09375
coop_11,Finegoldia_magna_ATCC_29328,gly,1,0.0625
coop_11,Veillonella_parvula_DSM_2008,gly,-1,-0.0625
coop_11,Bacillus_bataviensis_LMG_21833,glu__L,1,0.75
coop_11,Veillonella_parvula_DSM_2008,glu__L,-1,-0.75
coop_11,Bacillus_bataviensis_LMG_21833,gly,1,0.5
coop_11,Veillonella_parvula_DSM_2008,gly,-1,-0.5
coop_11,Bacillus_bataviensis_LMG_21833,ser__L,1,0.25
coop_11,Veillonella_parvula_DSM_2008,ser__L,-1,-0.25
coop_11,Bacillus_bataviensis_LMG_21833,ura,1,1
coop_11,Veillonella_parvula_DSM_2008,ura,-1,-1
coop_11,Corynebacterium_phoceense_MC1,asn__L,1,1
coop_11,Granulicatella_adiacens_ATCC_49175,asn__L,-1,-1
coop_11,Corynebacterium_phoceense_MC1,glu__L,1,1
coop_11,Granulicatella_adiacens_ATCC_49175,glu__L,-1,-1
coop_11,Corynebacterium_phoceense_MC1,glyald,1,1
coop_11,Granulicatella_adiacens_ATCC_49175,glyald,-1,-1
coop_11,Corynebacterium_phoceense_MC1,ile__L,1,1
coop_11,Granulicatella_adiacens_ATCC_49175,ile__L,-1,-1
coop_11,Corynebacterium_phoceense_MC1,leu__L,1,1
coop_11,Granulicatella_adiacens_ATCC_49175,leu__L,-1,-1
coop_11,Corynebacterium_phoceense_MC1,pro__L,1,1
coop_11,Granulicatella_adiacens_ATCC_49175,pro__L,-1,-1
coop_11,Corynebacterium_phoceense_MC1,ser__L,1,1
coop_11,Granulicatella_adiacens_ATCC_49175,ser__L,-1,-1
coop_11,Rothia_nasimurium_PT_32,ade,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,ade,-1,-0.3125
coop_11,Rothia_nasimurium_PT_32,arg__L,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,arg__L,-1,-0.3125
coop_11,Rothia_nasimurium_PT_32,glyald,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,glyald,-1,-0.3125
coop_11,Rothia_nasimurium_PT_32,his__L,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,his__L,-1,-0.3125
coop_11,Rothia_nasimurium_PT_32,ile__L,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,ile__L,-1,-0.3125
coop_11,Rothia_nasimurium_PT_32,leu__L,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,leu__L,-1,-0.3125
coop_11,Rothia_nasimurium_PT_32,lys__L,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,lys__L,-1,-0.3125
coop_11,Rothia_nasimurium_PT_32,pro__L,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,pro__L,-1,-0.3125
coop_11,Rothia_nasimurium_PT_32,ser__L,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,ser__L,-1,-0.3125
coop_11,Rothia_nasimurium_PT_32,trp__L,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,trp__L,-1,-0.3125
coop_11,Rothia_nasimurium_PT_32,tyr__L,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,tyr__L,-1,-0.3125
coop_11,Staphylococcus_saprophyticus_772_SSAP,glu__L,1,0.3125
coop_11,Granulicatella_adiacens_ATCC_49175,glu__L,-1,-0.3125
coop_11,Staphylococcus_saprophyticus_772_SSAP,glyald,1,0.3125
